ps_unique_id|customer_nbr|group_nbr|idn_indicator|subgroup_nbr|account_nbr|file_id|clm_ln_type_cd|non_prfrrd_srv_cd|plsp_prod_cd|product_ln_cd|classification_cd|bnft_pkg_id|plan_id|benefit_tier_cd|fund_ctg_cd|src_subscriber_id|emp_last_nm|emp_first_nm|emp_gender|subscriber_brth_dt|subs_zip_cd|subs_st_postal_cd|coverage_type_cd|ssn_nbr|member_id|src_clm_mbr_id|mem_last_nm|mem_first_nm|mem_gender|mbr_rtp_type_cd|birth_dt|src_clm_id|acas_src_claim_line_id|acas_prev_clm_seg_id|derived_tcn_nbr|src_claim_line_id|claim_line_id|ntwk_srv_area_id|paid_prvdr_nsa_id|srv_capacity_cd|pcp_tax_id_format_cd|pcp_tax_id_nbr|pcp_print_nm|svc_pvdr_tax_id_format_cd|svc_pvdr_tax_id_nbr|srv_prvdr_id|srv_prvdr_print_nm|srv_prvdr_address_line_1_txt|srv_prvdr_address_line_2_txt|srv_prvdr_city_nm|srv_prvdr_state_postal_cd|srv_prvdr_zip_cd|srv_prvdr_provider_type_cd|srv_prvdr_specialty_cd|payee_cd|paid_prvdr_par_cd|received_dt|adjn_dt|srv_start_dt|srv_stop_dt|paid_dt_for_file_id_03_else_adjn_dt_for_other_file_id|filler1|filler2|filler3|mdc_cd|drg_cd|prcdr_cd|prcdr_modifier_cd_1|prcdr_type_cd|icd10_indicator|med_cost_subctg_cd|prcdr_group_nbr|type_srv_cd|srv_benefit_cd|tooth_1_nbr|plc_srv_cd|dschrg_status_cd|revenue_cd|hcfa_bill_type_cd|unit_cnt|src_unit_cnt|src_billed_amt|billed_amt|not_covered_amt_1|not_covered_amt_2|not_covered_amt_3|clm_ln_msg_cd_1|clm_ln_msg_cd_2|clm_ln_msg_cd_3|covered_amt|allowed_amt|filler_space|srv_copay_amt|src_srv_copay_amt|deductible_amt|coinsurance_amt|src_coins_amt|bnft_payable_amt|paid_amt|cob_paid_amt|ahf_bfd_amt|ahf_paid_amt|negot_savings_amt|r_c_savings_amt|cob_savings_amt|src_cob_svngs_amt|pri_payer_cvg_cd|cob_type_cd|cob_cd|prcdr_cd_ndc|acas_member_cumb_id|clm_ln_status_cd|src_member_id|reversal_cd|admit_cnt|admin_savings_amt|adj_prvdr_dsgnn_cd|aex_plan_dsgntn_cd|aex_benefit_tier_cd|aex_prvdr_spctg_cd|prod_distnctn_cd|billed_eligible_amt|spclty_ctg_cls_cd|poa_cd_1|poa_cd_2|poa_cd_3|filler4|filler5|filler6|pricing_mthd_cd|type_class_cd|specialty_ctg_cd|srv_prvdr_npi|ttl_ded_met_ind|ttl_interest_amt|ttl_surcharge_amt|srv_spclty_ctg_cd|hcfa_plc_srv_cd|hcfa_admit_src_cd|hcfa_admit_type_cd|src_admit_dt|src_discharge_dt|prcdr_modifier_cd_2|prcdr_modifier_cd_3|poa_cd_4|poa_cd_5|poa_cd_6|poa_cd_7|poa_cd_8|poa_cd_9|poa_cd_10|pri_icd9_dx_cd|icd9_dx_cd_2|icd9_dx_cd_3|icd9_dx_cd_4|icd9_dx_cd_5|icd9_dx_cd_6|icd9_dx_cd_7|icd9_dx_cd_8|icd9_dx_cd_9|icd9_dx_cd_10|icd9_prcdr_cd_1|icd9_prcdr_cd_2|icd9_prcdr_cd_3|icd9_prcdr_cd_4|icd9_prcdr_cd_5|icd9_prcdr_cd_6|ahf_det_order_cd|ahf_mbr_coins_amt|ahf_mbr_copay_amt|ahf_mbr_ded_amt|sensitivity_indicator|ub92_admission_type|filler7|org_cd
002026060100000539|1234567|0987654|N|001|AC123456|03|P|N||PPO|03|PKG0042|PPO001|1|F|W000000379|Harris|Henry|M|19701205|71647|CA|EC|564929214|W000000379|W000000379|Harris|Henry|M|EE|19701205|202606010000539|ACAS2026060100000539||TCN2026060100000539|SRC2026060100000539|002026060100000539|NY0001|NY0001||2|100000212|DR Martin MD|2|100000212|PV000212|DR Martin MD|751 MEDICAL PLAZA||NY MEDICAL CTR|NY|45205|1|02|P|P|20260504|20260529|20260525|20260525|20260602||||||99213|51|P|Y|06||M|||22||||1|1|1670.99|1670.99|1670.99|0.00|0.00||CO45||0.00|0.00||0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00||N|||W000000379|D|W000000379|0|0|0.00|||1|02||1670.99||N||||||1||02|2000000212|N|0.00|0.00|02|22||||||25||||||||R51||||||||||99213|||||||0.00|0.00|0.00|N|||AETNA
002026060100000540|1234567|0987654|N|001|AC123456|03|P|N||PPO|01|PKG0042|PPO001|3|F|W000000015|Jackson|Henry|M|19691128|91073|MI|EF|848681081|W000000015|W000000015|Jackson|Henry|M|EE|19691128|202606010000540|ACAS2026060100000540||TCN2026060100000540|SRC2026060100000540|002026060100000540|NY0001|NY0001||2|100000187|DR Clark MD|2|100000187|PV000187|DR Clark MD|8188 MEDICAL PLAZA||CA MEDICAL CTR|CA|83394|1|07|P|P|20260429|20260522|20260324|20260324|20260524||||||99232|GT|P|Y|04||M|||32||||3|2|294.78|294.78|88.03|0.00|0.00|PR1|CO45||206.75|206.75||40.00|40.00|1.40|20.13|20.13|145.22|145.22|0.00|0.00|0.00|88.03|0.00|0.00|0.00||N|||W000000015|P|W000000015|0|0|0.00|||3|07||294.78||||||||1||07|2000000187|N|0.00|0.00|07|32|||||AT|GT||||||||I25.10|M54.5|||||||||99232|||||||20.13|40.00|1.40|N|||AETNA
002026060100000541|1234567|0987654|N|001|AC123456|03|P|N||PPO|01|PKG0042|PPO001|2|F|W000000331|Jackson|Benjamin|M|19860928|72284|GA|EE||W000000497|W000000497|Jackson|Isabella|F|SP|19680820|202606010000541|ACAS2026060100000541||TCN2026060100000541|SRC2026060100000541|002026060100000541|NY0001|NY0001||2|100000143|DR Anderson MD|2|100000143|PV000143|DR Anderson MD|8948 MEDICAL PLAZA||NJ MEDICAL CTR|NJ|73859|1|08|P|P|20260427|20260522|20260414|20260414|20260524||||||99283|26|P|Y|08||N|||31||||2|1|678.89|678.89|499.65|0.00|0.00|PR1|CO45||179.24|179.24||30.00|30.00|13.98|27.37|27.37|107.89|107.89|0.00|0.00|0.00|499.65|0.00|0.00|0.00||N|||W000000497|P|W000000497|0|0|0.00|||2|08||678.89||N||||||1||08|2000000143|N|0.00|0.00|08|31|||||59|25||||||||I25.10|E66.9||E11.65|||||||99283|||||||27.37|30.00|13.98|N|||AETNA
002026060100000542|1234567|0987654|N|001|AC123456|01|I|N||PPO|01|PKG0042|PPO001|2|F|W000000039|Harris|Daniel|M|19820619|75988|CA|EC|666164919|W000000039|W000000039|Harris|Daniel|M|EE|19820619|202606010000542|ACAS2026060100000542||TCN2026060100000542|SRC2026060100000542|002026060100000542|NY0001|NY0001||2|100000073|DR Rodriguez MD|2|100000073|PV000073|DR Rodriguez MD|3384 MEDICAL PLAZA||WA MEDICAL CTR|WA|45809|4|38|P|P|20260418|20260513|20260304|20260307|20260516||||13|470|99232||I|Y|07||2|||11|03|0730|212|2|1|205.54|205.54|152.29|0.00|0.00|PR1|CO45||53.25|53.25||0.00|0.00|9.93|5.11|5.11|38.21|38.21|0.00|0.00|0.00|152.29|0.00|0.00|0.00||N|||W000000039|P|W000000039|0|1|0.00|||2|38||205.54||||||||1||38|2000000073|N|0.00|0.00|38|11|7|3|20260304|20260307|50|||||||||K21.0||G47.33||||||||99232|||||||5.11|0.00|9.93|N|3||AETNA
002026060100000543|1234567|0987654|N|001|AC123456|03|P|N||PPO|02|PKG0042|PPO001|3|F|W000000137|Perez|Harper|F|19900417|23666|CO|EF|144644294|W000000137|W000000137|Perez|Harper|F|EE|19900417|202606010000543|ACAS2026060100000543||TCN2026060100000543|SRC2026060100000543|002026060100000543|NY0001|NY0001||2|100000027|DR Clark MD|2|100000027|PV000027|DR Clark MD|2831 MEDICAL PLAZA||NY MEDICAL CTR|NY|35361|1|12|P|P|20260511|20260519|20260417|20260417|20260522||||||85025|AT|P|Y|04||1|||31||||3|1|570.19|570.19|323.02|0.00|0.00|PR1|CO45||247.17|247.17||20.00|20.00|11.63|23.93|23.93|191.61|191.61|0.00|0.00|0.00|323.02|0.00|0.00|0.00||N|||W000000137|P|W000000137|0|0|0.00|||3|12||570.19||Y||||||1||12|2000000027|N|0.00|0.00|12|31|||||GT||Y|||||||R51|E66.9||E78.5|||||||85025|||||||23.93|20.00|11.63|N|||AETNA
002026060100000544|1234567|0987654|N|001|AC123456|01|I|N||PPO|01|PKG0042|PPO001|2|F|W000000123|Walker|Matthew|M|19800727|97052|OH|EE|373558453|W000000123|W000000123|Walker|Matthew|M|EE|19800727|202606010000544|ACAS2026060100000544||TCN2026060100000544|SRC2026060100000544|002026060100000544|NY0001|NY0001||2|100000171|DR Hernandez MD|2|100000171|PV000171|DR Hernandez MD|5675 MEDICAL PLAZA||MA MEDICAL CTR|MA|30330|4|06|P|P|20260419|20260515|20260417|20260418|20260516||||10|293|99205|TC|I|Y|04||2|||32|03|0100|211|2|2|1354.77|1354.77|840.95|0.00|0.00|PR1|CO45||513.82|513.82||50.00|50.00|90.03|77.36|77.36|296.43|296.43|0.00|0.00|0.00|840.95|0.00|0.00|0.00||N|||W000000123|P|W000000123|0|1|0.00|||2|06||1354.77||Y||||||1||06|2000000171|N|0.00|0.00|06|32|7|1|20260417|20260418|59||Y|||||||Z00.00|||E78.5|R05||||||99205|||||||77.36|50.00|90.03|N|1||AETNA
002026060100000545|1234567|0987654|N|001|AC123456|03|P|N||PPO|03|PKG0042|PPO001|2|F|W000000086|Wilson|Harper|F|19601102|17226|WA|EE||W000000582|W000000582|Wilson|Elijah|M|CH|20010921|202606010000545|ACAS2026060100000545||TCN2026060100000545|SRC2026060100000545|002026060100000545|NY0001|NY0001||2|100000070|DR Garcia MD|2|100000070|PV000070|DR Garcia MD|4002 MEDICAL PLAZA||OH MEDICAL CTR|OH|30795|1|10|P|P|20260424|20260520|20260517|20260517|20260524||||||80061|51|P|Y|04||1|||22||||3|1|459.57|459.57|150.07|0.00|0.00|PR1|CO45||309.50|309.50||20.00|20.00|33.57|28.03|28.03|227.90|227.90|0.00|0.00|0.00|150.07|0.00|0.00|0.00||N|||W000000582|P|W000000582|0|0|0.00|||2|10||459.57||N||||||1||10|2000000070|N|0.00|0.00|10|22|||||95|51||||||||E78.5||||||||||80061|||||||28.03|20.00|33.57|N|||AETNA
002026060100000546|1234567|0987654|N|001|AC123456|03|P|N||PPO|03|PKG0042|PPO001|3|F|W000000038|Sanchez|David|M|19860820|86417|IL|EC|928721025|W000000038|W000000038|Sanchez|David|M|EE|19860820|202606010000546|ACAS2026060100000546||TCN2026060100000546|SRC2026060100000546|002026060100000546|NY0001|NY0001||2|100000178|DR Moore MD|2|100000178|PV000178|DR Moore MD|2947 MEDICAL PLAZA||GA MEDICAL CTR|GA|69470|1|38|P|P|20260505|20260516|20260320|20260320|20260520||||||90847||P|Y|04||S|||23||||1|2|538.25|538.25|360.50|0.00|0.00|PR1|CO45||177.75|177.75||0.00|0.00|28.50|19.95|19.95|129.30|129.30|0.00|0.00|0.00|360.50|0.00|0.00|0.00||N|||W000000038|P|W000000038|0|0|0.00|||3|38||538.25||N||N||||1||38|2000000178|N|0.00|0.00|38|23|||||TC|||||||||J18.9||Z23||||||||90847|||||||19.95|0.00|28.50|N|||AETNA
002026060100000547|1234567|0987654|N|001|AC123456|01|I|N||PPO|03|PKG0042|PPO001|1|F|W000000301|Jones|Henry|M|19650411|59394|OH|EE|260863287|W000000301|W000000301|Jones|Henry|M|EE|19650411|202606010000547|ACAS2026060100000547||TCN2026060100000547|SRC2026060100000547|002026060100000547|NY0001|NY0001||2|100000207|DR Anderson MD|2|100000207|PV000207|DR Anderson MD|9449 MEDICAL PLAZA||NJ MEDICAL CTR|NJ|57171|4|12|P|P|20260416|20260515|20260329|20260329|20260518||||06|871|82947||I|Y|03||B|||31|02|0900|111|3|2|254.59|254.59|90.30|0.00|0.00|PR1|CO45||164.29|164.29||0.00|0.00|0.09|36.73|36.73|127.47|127.47|0.00|0.00|0.00|90.30|0.00|0.00|0.00||N|||W000000301|P|W000000301|0|1|0.00|||1|12||254.59||N||Y||||1||12|2000000207|N|0.00|0.00|12|31|2|2|20260329|20260329||59||||||||J18.9|Z87.891|J18.9||||||||82947|||||||36.73|0.00|0.09|N|2||AETNA
002026060100000548|1234567|0987654|N|001|AC123456|03|P|N||PPO|03|PKG0042|PPO001|2|F|W000000091|Johnson|Oliver|M|19660225|19550|AZ|EE||W000000414|W000000414|Johnson|Sofia|F|SP|19770705|202606010000548|ACAS2026060100000548||TCN2026060100000548|SRC2026060100000548|002026060100000548|NY0001|NY0001||2|100000255|DR Walker MD|2|100000255|PV000255|DR Walker MD|5592 MEDICAL PLAZA||PA MEDICAL CTR|PA|52969|1|50|P|P|20260427|20260515|20260315|20260315|20260516||||||93000|26|P|Y|06||4|||13||||1|1|383.33|383.33|181.23|0.00|0.00|PR1|CO45||202.10|202.10||0.00|0.00|51.44|33.36|33.36|117.30|117.30|0.00|0.00|0.00|181.23|0.00|0.00|0.00||N|||W000000414|P|W000000414|0|0|0.00|||2|50||383.33||Y|Y|||||1||50|2000000255|N|0.00|0.00|50|13|||||26|||||||||I10|E11.9|||||||||93000|||||||33.36|0.00|51.44|N|||AETNA
002026060100000549|1234567|0987654|N|001|AC123456|03|P|Y||PPO|03|PKG0042|PPO001|N|F|W000000362|Hernandez|Chloe|F|19710327|58401|CA|EE|300524091|W000000362|W000000362|Hernandez|Chloe|F|EE|19710327|202606010000549|ACAS2026060100000549||TCN2026060100000549|SRC2026060100000549|002026060100000549|NY0001|NY0001||2|100000149|DR Lee MD|2|100000149|PV000149|DR Lee MD|6557 MEDICAL PLAZA||OH MEDICAL CTR|OH|97604|1|40|P|N|20260511|20260524|20260520|20260520|20260526||||||71046|95|P|Y|01||N|||11||||2|1|2964.29|2964.29|1663.87|0.00|0.00|PR1|CO45||1300.42|1300.42||30.00|30.00|141.20|257.60|257.60|871.62|871.62|0.00|0.00|0.00|1663.87|0.00|0.00|0.00||N|||W000000362|P|W000000362|0|0|0.00|||N|40||2964.29||Y|Y|||||1||40|2000000149|N|0.00|0.00|40|11||||||25|Y|||||||J18.9|G43.909|K57.30|G43.909|||||||71046|||||||257.60|30.00|141.20|N|||AETNA
002026060100000550|1234567|0987654|N|001|AC123456|01|I|N||PPO|03|PKG0042|PPO001|2|F|W000000136|Hernandez|Ava|F|19620710|60237|NY|EC||W000000477|W000000477|Hernandez|Benjamin|M|CH|20200917|202606010000550|ACAS2026060100000550||TCN2026060100000550|SRC2026060100000550|002026060100000550|NY0001|NY0001||2|100000002|DR Johnson MD|2|100000002|PV000002|DR Johnson MD|2627 MEDICAL PLAZA||NJ MEDICAL CTR|NJ|64203|4|02|P|P|20260514|20260524|20260510|20260510|20260526||||08|470|85025|GT|I|Y|01||M|||13|03|0370|112|2|2|707.68|707.68|479.20|0.00|0.00|PR1|CO45||228.48|228.48||30.00|30.00|9.61|28.13|28.13|160.74|160.74|0.00|0.00|0.00|479.20|0.00|0.00|0.00||N|||W000000477|P|W000000477|0|1|0.00|||2|02||707.68||||||||1||02|2000000002|N|0.00|0.00|02|13|5||20260510|20260510|TC||Y|||||||Z23|R05||R05|||||||85025|||||||28.13|30.00|9.61|N|||AETNA
002026060100000551|1234567|0987654|N|001|AC123456|01|I|N||PPO|01|PKG0042|PPO001|1|F|W000000066|Wilson|Nora|F|19730616|33185|PA|EE||W000000563|W000000563|Wilson|Noah|M|CH|20050119|202606010000551|ACAS2026060100000551||TCN2026060100000551|SRC2026060100000551|002026060100000551|NY0001|NY0001||2|100000085|DR Lee MD|2|100000085|PV000085|DR Lee MD|1626 MEDICAL PLAZA||NY MEDICAL CTR|NY|52053|4|10|P|P|20260429|20260513|20260314|20260317|20260517||||05|392|97110|26|I|Y|03||2|||12|04|0900|132|3|3|283.73|283.73|71.26|0.00|0.00|PR1|CO45||212.47|212.47||40.00|40.00|27.91|25.91|25.91|118.65|118.65|0.00|0.00|0.00|71.26|0.00|0.00|0.00||N|||W000000563|P|W000000563|0|1|0.00|||1|10||283.73||||||||1||10|2000000085|N|0.00|0.00|10|12||4|20260314|20260317|95|||||||||Z00.00|E66.9|||J30.9||||||97110|||||||25.91|40.00|27.91|N|4||AETNA
002026060100000552|1234567|0987654|N|001|AC123456|03|P|N||PPO|03|PKG0042|PPO001|1|F|W000000276|White|Ethan|M|19841103|98100|NC|EF|651414602|W000000276|W000000276|White|Ethan|M|EE|19841103|202606010000552|ACAS2026060100000552||TCN2026060100000552|SRC2026060100000552|002026060100000552|NY0001|NY0001||2|100000257|DR Smith MD|2|100000257|PV000257|DR Smith MD|9474 MEDICAL PLAZA||PA MEDICAL CTR|PA|46194|1|02|P|P|20260512|20260517|20260524|20260524|20260521||||||99283||P|Y|01||N|||12||||1|1|509.00|509.00|224.47|0.00|0.00|PR1|CO45||284.53|284.53||40.00|40.00|41.50|43.85|43.85|159.18|159.18|0.00|0.00|0.00|224.47|0.00|0.00|0.00||N|||W000000276|P|W000000276|0|0|0.00|||1|02||509.00|||N|N||||1||02|2000000257|N|0.00|0.00|02|12||||||AT||||||||K57.30|E78.5|M17.11||||||||99283|||||||43.85|40.00|41.50|N|||AETNA
002026060100000553|1234567|0987654|N|001|AC123456|03|P|N||PPO|03|PKG0042|PPO001|2|F|W000000243|Robinson|Noah|M|19740908|60935|CO|EF||W000000580|W000000580|Robinson|Oliver|M|SP|19790618|202606010000553|ACAS2026060100000553||TCN2026060100000553|SRC2026060100000553|002026060100000553|NY0001|NY0001||2|100000160|DR Young MD|2|100000160|PV000160|DR Young MD|2537 MEDICAL PLAZA||OH MEDICAL CTR|OH|91294|1|10|P|P|20260422|20260514|20260414|20260414|20260517||||||99213|59|P|Y|03||B|||11||||3|2|171.09|171.09|90.73|0.00|0.00|PR1|CO45||80.36|80.36||40.00|40.00|15.37|3.01|3.01|21.98|21.98|0.00|0.00|0.00|90.73|0.00|0.00|0.00||N|||W000000580|P|W000000580|0|0|0.00|||2|10||171.09||||||||1||10|2000000160|N|0.00|0.00|10|11|||||26|95||||||||J44.1|J18.9||N39.0|||||||99213|||||||3.01|40.00|15.37|N|||AETNA
002026060100000554|1234567|0987654|N|001|AC123456|03|P|N||PPO|03|PKG0042|PPO001|3|F|W000000223|Gonzalez|Lucas|M|19660904|96376|CA|EE|543588521|W000000223|W000000223|Gonzalez|Lucas|M|EE|19660904|202606010000554|ACAS2026060100000554||TCN2026060100000554|SRC2026060100000554|002026060100000554|NY0001|NY0001||2|100000186|DR Sanchez MD|2|100000186|PV000186|DR Sanchez MD|938 MEDICAL PLAZA||NY MEDICAL CTR|NY|71027|1|06|P|P|20260429|20260521|20260423|20260423|20260522||||||97110|50|P|Y|02||2|||31||||1|1|280.89|280.89|158.54|0.00|0.00|PR1|CO45||122.35|122.35||75.00|75.00|19.25|5.86|5.86|22.24|22.24|0.00|0.00|0.00|158.54|0.00|0.00|0.00||N|||W000000223|P|W000000223|0|0|0.00|||3|06||280.89|||N|||||1||06|2000000186|N|0.00|0.00|06|31|||||50|25||||||||J30.9|M17.11|J45.909||||||||97110|||||||5.86|75.00|19.25|N|||AETNA
002026060100000555|1234567|0987654|N|001|AC123456|01|I|N||PPO|02|PKG0042|PPO001|2|F|W000000385|Brown|Aiden|M|19760222|89244|AZ|EF||W000000690|W000000690|Brown|Jacob|M|CH|20020110|202606010000555|ACAS2026060100000555||TCN2026060100000555|SRC2026060100000555|002026060100000555|NY0001|NY0001||2|100000138|DR Martinez MD|2|100000138|PV000138|DR Martinez MD|9262 MEDICAL PLAZA||FL MEDICAL CTR|FL|40898|4|03|P|P|20260423|20260514|20260309|20260311|20260518||||09|291|82947|AT|I|Y|02||F|||23|07|0730|111|1|2|2113.90|2113.90|628.12|0.00|0.00|PR1|CO45||1485.78|1485.78||20.00|20.00|19.40|165.79|165.79|1280.59|1280.59|0.00|0.00|0.00|628.12|0.00|0.00|0.00||N|||W000000690|P|W000000690|0|1|0.00|||2|03||2113.90|||Y|||||1||03|2000000138|N|0.00|0.00|03|23|5|1|20260309|20260311|95|26||||||||G43.909|R51|||||||||82947|||||||165.79|20.00|19.40|N|1||AETNA
002026060100000556|1234567|0987654|N|001|AC123456|03|P|N||PPO|01|PKG0042|PPO001|2|F|W000000354|Taylor|Evelyn|F|19790527|57931|MA|EF|323805672|W000000354|W000000354|Taylor|Evelyn|F|EE|19790527|202606010000556|ACAS2026060100000556||TCN2026060100000556|SRC2026060100000556|002026060100000556|NY0001|NY0001||2|100000049|DR Taylor MD|2|100000049|PV000049|DR Taylor MD|9606 MEDICAL PLAZA||CO MEDICAL CTR|CO|75124|1|04|P|P|20260430|20260518|20260316|20260316|20260519||||||99203||P|Y|02||S|||13||||3|2|589.27|589.27|200.00|0.00|0.00|PR1|CO45||389.27|389.27||50.00|50.00|101.78|56.28|56.28|181.21|181.21|0.00|0.00|0.00|200.00|0.00|0.00|0.00||N|||W000000354|P|W000000354|0|0|0.00|||2|04||589.27|||N|||||1||04|2000000049|N|0.00|0.00|04|13|||||GT|TC||||||||E11.65|M54.5|||||||||99203|||||||56.28|50.00|101.78|N|||AETNA
002026060100000557|1234567|0987654|N|001|AC123456|03|P|N||PPO|03|PKG0042|PPO001|1|F|W000000024|Jackson|Sebastian|M|19901220|62551|NY|EE||W000000516|W000000516|Jackson|William|M|CH|20011115|202606010000557|ACAS2026060100000557||TCN2026060100000557|SRC2026060100000557|002026060100000557|NY0001|NY0001||2|100000270|DR Wilson MD|2|100000270|PV000270|DR Wilson MD|5303 MEDICAL PLAZA||IL MEDICAL CTR|IL|30625|1|50|P|P|20260503|20260517|20260312|20260312|20260519||||||80061|50|P|Y|03||F|||99||||1|3|3318.01|3318.01|3318.01|0.00|0.00||CO45||0.00|0.00||0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00||N|||W000000516|D|W000000516|0|0|0.00|||1|50||3318.01||||||||1||50|2000000270|N|0.00|0.00|50|99||||||||||||||J18.9||||||||||80061|||||||0.00|0.00|0.00|N|||AETNA
002026060100000558|1234567|0987654|N|001|AC123456|03|P|N||PPO|03|PKG0042|PPO001|1|F|W000000247|Harris|Ethan|M|19850615|98493|FL|EE||W000000613|W000000613|Harris|Avery|F|CH|20060701|202606010000558|ACAS2026060100000558||TCN2026060100000558|SRC2026060100000558|002026060100000558|NY0001|NY0001||2|100000232|DR Davis MD|2|100000232|PV000232|DR Davis MD|1672 MEDICAL PLAZA||FL MEDICAL CTR|FL|11295|1|07|P|P|20260505|20260528|20260503|20260503|20260531||||||99214|26|P|Y|08||F|||32||||1|3|613.36|613.36|271.04|0.00|0.00|PR1|CO45||342.32|342.32||75.00|75.00|7.91|45.14|45.14|214.27|214.27|0.00|0.00|0.00|271.04|0.00|0.00|0.00||N|||W000000613|P|W000000613|0|0|0.00|||1|07||613.36||||||||1||07|2000000232|N|0.00|0.00|07|32|||||AT|AT||||||||S93.401|S93.401|||||||||99214|||||||45.14|75.00|7.91|N|||AETNA
002026060100000559|1234567|0987654|N|001|AC123456|03|P|N||PPO|02|PKG0042|PPO001|2|F|W000000045|Lopez|Chloe|F|19720812|55613|OH|EF||W000000555|W000000555|Lopez|Scarlett|F|SP|19760814|202606010000559|ACAS2026060100000559||TCN2026060100000559|SRC2026060100000559|002026060100000559|NY0001|NY0001||2|100000299|DR Hernandez MD|2|100000299|PV000299|DR Hernandez MD|5945 MEDICAL PLAZA||CO MEDICAL CTR|CO|62191|1|40|P|P|20260425|20260521|20260408|20260408|20260523||||||80061||P|Y|04||S|||11||||2|2|645.11|645.11|197.42|0.00|0.00|PR1|CO45||447.69|447.69||30.00|30.00|103.80|54.21|54.21|259.68|259.68|0.00|0.00|0.00|197.42|0.00|0.00|0.00||N|||W000000555|P|W000000555|0|0|0.00|||2|40||645.11||||||||1||40|2000000299|N|0.00|0.00|40|11||||||||||||||I10||||||||||80061|||||||54.21|30.00|103.80|N|||AETNA
002026060100000560|1234567|0987654|N|001|AC123456|03|P|N||PPO|03|PKG0042|PPO001|1|F|W000000142|Jones|Daniel|M|19600420|47183|FL|EF||W000000596|W000000596|Jones|Liam|M|CH|20091118|202606010000560|ACAS2026060100000560||TCN2026060100000560|SRC2026060100000560|002026060100000560|NY0001|NY0001||2|100000257|DR Smith MD|2|100000257|PV000257|DR Smith MD|9281 MEDICAL PLAZA||IL MEDICAL CTR|IL|84990|1|02|P|P|20260511|20260518|20260329|20260329|20260522||||||97110|AT|P|Y|04||1|||12||||3|2|1146.83|1146.83|1146.83|0.00|0.00||CO45||0.00|0.00||30.00|30.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00||N|||W000000596|D|W000000596|0|0|0.00|||1|02||1146.83||||N||||1||02|2000000257|N|0.00|0.00|02|12|||||GT|||||||||J45.909||R51||||||||97110|||||||0.00|30.00|0.00|N|||AETNA
002026060100000561|1234567|0987654|N|001|AC123456|03|P|N||PPO|03|PKG0042|PPO001|3|F|W000000376|Johnson|Aiden|M|19600127|69916|VA|EE|428909846|W000000376|W000000376|Johnson|Aiden|M|EE|19600127|202606010000561|ACAS2026060100000561||TCN2026060100000561|SRC2026060100000561|002026060100000561|NY0001|NY0001||2|100000088|DR White MD|2|100000088|PV000088|DR White MD|7714 MEDICAL PLAZA||NJ MEDICAL CTR|NJ|35779|1|38|P|P|20260503|20260517|20260306|20260306|20260519||||||99213||P|Y|03||F|||24||||2|1|68.60|68.60|27.31|0.00|0.00|PR1|CO45||41.29|41.29||0.00|0.00|8.04|5.05|5.05|28.20|28.20|0.00|0.00|0.00|27.31|0.00|0.00|0.00||N|||W000000376|P|W000000376|0|0|0.00|||3|38||68.60||||||||1||38|2000000088|N|0.00|0.00|38|24||||||||||||||E78.5||S93.401||||||||99213|||||||5.05|0.00|8.04|N|||AETNA
002026060100000562|1234567|0987654|N|001|AC123456|03|P|Y||PPO|03|PKG0042|PPO001|N|F|W000000031|Martinez|Mia|F|19720520|76609|OH|EF|406311504|W000000031|W000000031|Martinez|Mia|F|EE|19720520|202606010000562|ACAS2026060100000562||TCN2026060100000562|SRC2026060100000562|002026060100000562|NY0001|NY0001||2|100000077|DR Gonzalez MD|2|100000077|PV000077|DR Gonzalez MD|9489 MEDICAL PLAZA||AZ MEDICAL CTR|AZ|90857|1|02|P|N|20260414|20260513|20260527|20260527|20260514||||||97110|AT|P|Y|08||S|||21||||1|3|791.71|791.71|433.68|0.00|0.00|PR1|CO45||358.03|358.03||40.00|40.00|45.85|56.90|56.90|215.28|215.28|0.00|0.00|0.00|433.68|0.00|0.00|0.00||N|||W000000031|P|W000000031|0|0|0.00|||N|02||791.71||||||||1||02|2000000077|N|0.00|0.00|02|21||||||||||||||E66.9|F41.9|||||||||97110|||||||56.90|40.00|45.85|N|||AETNA
